-9.18,-1.05,0.30,0.22,0.21,-3.86,-8.84,-0.13,3.89,1.67,0.44,0.15,4
-9.28,-1.07,0.23,0.87,-1.69,-3.05,-8.80,-0.15,3.99,4.18,1.11,0.09,4
-9.31,-1.01,0.27,2.94,-0.61,-3.27,-8.71,-0.06,3.99,6.60,-0.36,-1.55,4
-9.21,-1.04,0.40,3.39,0.79,-4.02,-8.86,-0.03,3.99,6.12,-0.68,-2.00,4
-9.26,-1.08,0.32,2.14,3.40,-3.01,-8.75,-0.07,4.10,7.20,-2.18,-0.72,4
-9.29,-1.12,0.20,1.56,0.73,-2.19,-8.79,-0.06,4.07,6.45,-2.73,-0.73,4
-9.23,-0.95,0.29,-0.07,0.13,-2.14,-8.79,-0.03,4.11,3.81,-2.05,-0.97,4
-9.15,-0.95,0.31,-1.71,-0.08,-2.54,-8.85,-0.01,4.16,2.49,-0.63,-1.55,4
-9.15,-1.06,0.20,-3.41,-1.79,-2.57,-8.72,0.10,4.12,2.37,-1.75,0.27,4
-9.17,-0.99,0.20,-4.25,-1.82,-1.66,-8.77,0.06,4.07,0.95,-0.15,0.62,4
-9.06,-1.04,0.28,-4.47,-2.80,-1.51,-8.76,0.09,4.21,-0.95,-0.26,1.40,4
-9.28,-1.06,0.20,-5.07,-0.12,-1.40,-8.68,-0.06,4.17,-3.61,-1.59,1.76,4
-9.27,-1.12,0.02,-3.91,-0.51,-1.76,-8.70,-0.02,4.07,-0.88,-2.06,-0.22,4
-9.28,-1.12,0.19,-3.45,-2.22,-1.56,-8.87,-0.12,4.00,-0.35,-1.78,-0.79,4
-9.24,-1.06,0.21,-4.21,-0.57,-1.18,-8.81,-0.14,4.03,-1.08,-0.22,-2.08,4
-9.29,-1.12,0.16,-2.55,-2.63,-0.70,-8.68,-0.04,4.04,-0.99,0.53,-1.69,4
-9.18,-1.01,0.30,-0.76,-1.98,-1.84,-8.73,-0.11,4.05,2.53,-0.60,-1.62,4
-9.07,-0.99,0.22,-0.36,-2.00,-2.03,-8.77,-0.04,4.03,0.85,0.98,-0.90,4
-9.17,-1.04,0.28,-1.33,-0.63,-2.15,-8.78,-0.08,4.13,3.19,-0.24,-1.64,4
