-8.52,1.25,1.93,-174.50,-12.29,65.30,-8.33,3.56,0.39,-204.08,29.01,33.78,5
-8.66,1.25,1.54,-179.92,-2.54,58.55,-8.83,3.53,-0.20,-214.75,22.11,42.38,5
-9.71,-0.06,1.82,-181.26,-6.80,55.38,-10.58,3.10,-0.82,-210.69,24.10,52.73,5
-9.48,-1.99,1.51,-180.53,-4.23,49.20,-10.01,2.85,-0.65,-183.76,24.18,59.99,5
-7.44,-2.63,3.46,-171.82,-14.53,55.72,-9.21,2.97,-1.67,-180.45,30.31,40.76,5
-7.61,-2.30,3.15,-169.45,-0.89,64.04,-9.93,3.57,-1.55,-162.25,22.30,15.74,5
-8.31,-1.80,2.35,-180.92,4.40,71.11,-9.54,4.01,-0.14,-162.05,17.02,19.46,5
-8.74,-1.72,1.56,-190.18,2.58,75.60,-9.94,4.21,-0.27,-190.34,26.64,30.03,5
-9.05,-1.95,1.64,-202.06,-3.22,81.42,-9.38,3.73,0.13,-213.81,40.08,24.79,5
-8.82,-1.90,1.78,-203.28,-0.56,79.60,-9.41,3.82,0.37,-208.63,28.09,22.45,5
-8.46,-1.96,1.94,-194.05,6.12,74.68,-9.36,3.63,0.62,-205.48,15.30,19.82,5
-9.85,-0.79,1.72,-182.36,7.47,69.76,-9.67,3.50,0.48,-202.27,12.69,17.14,5
-10.62,0.20,1.02,-172.31,9.82,67.53,-9.35,3.25,-0.24,-178.34,0.73,51.73,5
-9.97,0.31,1.24,-166.39,-8.98,71.11,-10.75,2.96,0.18,-168.39,6.37,54.64,5
-9.55,0.95,1.22,-165.34,6.84,72.66,-9.68,2.36,0.45,-165.76,12.44,48.67,5
-8.74,1.26,1.63,-162.09,-3.55,74.47,-9.25,2.22,0.09,-176.60,28.21,54.69,5
-8.19,1.48,1.60,-159.34,8.60,58.71,-9.06,1.59,0.63,-160.23,31.40,47.48,5
-7.74,1.63,1.74,-157.78,10.10,53.34,-8.67,1.84,0.91,-160.69,32.76,54.69,5
-9.73,0.94,1.83,-147.33,15.23,37.92,-10.93,1.06,4.17,-116.00,24.01,77.56,5
-8.47,-0.40,3.19,-129.85,-3.72,34.95,-13.57,1.53,7.52,-49.44,-11.52,111.48,5
-8.55,-1.72,4.50,-70.54,11.39,14.89,-13.48,7.28,6.18,25.89,-179.96,185.79,5
-7.61,-1.43,2.68,-56.34,15.32,16.49,-10.45,10.22,4.07,1.81,-216.11,208.56,5
-8.04,-1.42,2.52,-50.05,26.15,18.31,-6.12,7.72,1.03,-44.05,-219.76,217.73,5
-8.73,-0.88,2.68,-43.95,24.94,15.69,-3.17,7.75,-0.77,-55.93,-189.11,205.41,5
-8.38,0.61,1.40,-21.09,-8.80,13.21,1.67,7.92,-2.23,37.06,-16.65,214.60,5
-8.36,1.19,1.58,-28.11,16.95,10.42,2.41,8.08,-1.54,89.08,42.57,216.32,5
-9.99,0.39,1.71,-40.86,8.18,8.01,2.16,6.78,0.22,145.47,109.27,215.76,5
-9.12,0.13,0.54,-46.73,-8.55,9.80,0.27,8.50,3.51,186.38,180.55,184.55,5
-8.56,-0.33,0.48,-23.03,2.05,0.01,-19.62,19.62,19.62,-204.73,-250.14,-164.30,5
-9.32,-1.35,-1.93,-1.91,-18.02,0.31,6.36,5.01,5.44,51.69,-23.56,-68.80,5
-9.00,0.19,4.17,12.27,11.54,-13.43,2.64,5.90,7.14,-88.89,107.03,-147.80,5
-9.31,1.55,-2.34,32.85,-13.07,-11.91,2.65,1.91,6.56,-18.43,-10.32,-108.52,5
-8.93,0.48,2.22,-4.69,-17.20,-7.21,-0.62,2.32,2.34,-35.16,108.44,-250.14,5
-9.54,0.50,1.70,-18.30,-13.53,-3.60,-3.18,4.28,2.85,64.84,132.76,-250.14,5
-8.54,0.42,1.77,-43.89,-26.03,9.27,-9.98,11.59,4.96,3.86,132.37,-250.14,5
-8.44,-0.47,2.80,-60.41,-22.14,32.24,-11.72,8.06,2.09,-30.07,117.94,-250.14,5
-8.21,-0.90,2.22,-116.47,-3.44,39.78,-12.12,7.12,6.67,-72.34,96.50,-82.65,5
-7.79,-1.27,2.98,-98.69,4.02,34.46,-10.00,4.84,4.01,-38.82,74.76,-18.89,5
-7.64,-0.70,3.20,-103.74,9.22,28.07,-8.79,4.94,5.43,-30.80,37.88,25.50,5
-8.57,-0.35,3.66,-98.41,15.56,30.89,-9.55,4.58,3.93,-49.34,13.17,29.08,5
-8.52,1.00,1.88,-126.03,7.18,49.85,-8.96,4.42,2.32,-171.69,19.90,23.72,5
-9.23,0.89,1.87,-135.46,16.59,48.34,-9.02,3.04,1.30,-203.03,23.52,25.56,5
