-9.49,-1.63,1.34,-39.10,-16.08,-1.15,-9.88,2.60,-0.25,-8.28,9.42,-0.13,4
-8.67,-1.46,1.76,-36.73,-5.75,-7.05,-9.14,2.00,0.10,-42.60,16.93,-5.05,4
-8.38,-1.60,1.16,-31.24,-5.39,-7.47,-9.36,1.49,0.09,-36.17,18.30,-1.66,4
-7.76,-2.10,1.45,-24.82,5.42,-10.24,-8.54,1.14,0.23,-26.98,6.95,7.86,4
-9.86,-0.47,0.23,-8.58,19.99,-12.11,-9.92,-1.01,0.76,8.85,-15.66,15.03,4
-11.75,-0.10,-0.01,-18.94,-8.92,-4.38,-11.51,0.35,0.23,35.56,-3.63,19.23,4
-9.69,-0.50,0.62,-42.86,-11.57,0.60,-9.66,1.10,0.69,-22.47,-8.01,1.82,4
-8.91,-2.46,0.81,-46.44,-4.50,-4.03,-8.58,0.80,0.48,-43.26,18.71,-6.64,4
-8.16,-2.23,0.73,-9.62,1.30,6.32,-9.32,0.68,0.04,-35.17,6.24,-20.76,4
-8.29,-2.26,0.92,-4.76,9.71,2.52,-8.73,0.87,0.03,1.62,-6.08,1.57,4
-8.41,-2.29,0.70,1.45,15.37,-3.49,-8.78,1.00,0.18,28.63,-25.37,5.35,4
-8.72,-2.93,0.69,8.21,21.54,-12.21,-9.22,1.57,-0.13,42.26,-20.70,1.18,4
-10.84,-1.63,-0.04,6.66,14.32,-16.68,-9.67,1.74,-1.85,28.97,12.56,-5.89,4
-9.82,-0.09,0.17,1.60,-5.54,-9.02,-9.56,-0.01,-1.54,35.90,34.26,5.07,4
-11.69,1.16,-0.76,4.69,5.26,-4.63,-11.17,0.49,-0.47,-35.69,34.56,-12.48,4
-9.03,1.60,1.45,15.63,-11.74,7.17,-11.70,-5.50,4.99,-9.51,0.46,-6.56,4
-8.59,2.04,-0.25,27.66,13.59,4.45,-8.95,-0.91,-0.04,52.61,-21.81,6.24,4
-8.67,1.57,-1.20,16.49,15.69,12.03,-8.57,0.17,0.09,43.00,-24.00,21.46,4
-8.79,1.27,-0.92,15.26,16.21,12.98,-8.72,-0.08,0.80,-2.60,-32.42,24.94,4
-8.31,0.86,-1.12,24.13,16.63,10.82,-9.34,-2.13,2.36,-10.54,-26.59,20.53,4
-10.64,0.52,-1.30,17.02,1.01,5.73,-10.58,-1.09,1.48,-21.44,4.17,-7.51,4
-10.54,0.24,-0.87,15.62,-15.66,-0.99,-9.28,-1.13,1.31,-19.66,-5.47,-13.99,4
-9.28,0.19,-1.15,9.51,-25.88,-13.44,-8.71,-1.25,0.92,33.95,6.71,-3.98,4
-8.60,0.85,-0.38,16.07,-29.79,-9.37,-9.07,0.02,0.69,56.91,2.40,-3.84,4
-8.84,1.79,0.19,11.18,-4.42,-3.66,-9.33,-3.10,2.67,4.99,4.16,-20.39,4
-8.52,1.41,-0.23,13.77,2.54,-11.40,-8.98,-2.81,2.65,31.02,15.53,-10.96,4
-8.99,1.65,-0.60,12.30,3.77,-14.32,-9.63,-1.01,2.53,59.67,7.79,-2.28,4
-8.90,1.63,-0.33,10.02,2.08,-9.56,-9.22,-0.93,2.05,27.92,-8.78,-2.46,4
