-7.94,-2.20,3.63,-151.02,-13.01,54.97,-9.52,4.43,3.22,-169.53,64.92,7.43,2
-8.25,-2.05,3.30,-150.95,-3.13,55.13,-9.12,4.74,2.25,-156.34,40.00,8.12,2
-8.18,-2.07,3.05,-149.39,7.97,53.06,-8.97,4.79,1.87,-148.16,23.91,11.48,2
-8.45,-2.18,2.70,-141.11,10.14,55.04,-8.65,4.89,1.25,-146.69,27.17,16.49,2
-8.45,-2.56,1.95,-133.66,5.97,46.21,-8.16,5.32,1.13,-136.93,9.56,23.53,2
-8.58,-2.43,2.44,-131.61,-3.62,45.37,-8.50,5.94,1.90,-112.28,5.58,32.95,2
-8.25,-2.01,2.32,-130.23,-6.77,45.47,-10.89,7.87,2.47,-79.34,-10.15,68.82,2
-7.80,-1.84,2.89,-129.66,1.22,42.84,-10.63,7.33,4.71,-46.06,-29.79,124.82,2
-8.37,0.01,1.80,-137.70,19.51,46.40,-11.76,12.35,7.13,-30.28,-109.63,250.13,2
-9.19,-0.40,1.83,-129.82,-0.94,55.83,-11.00,13.68,5.62,-38.79,-127.09,250.13,2
-9.81,-0.81,2.33,-114.16,30.48,38.91,-10.46,13.52,5.58,-52.18,-126.77,250.13,2
-11.64,-1.33,3.69,-84.34,-2.78,39.33,-7.41,10.63,3.39,-107.23,-153.94,250.13,2
-7.90,2.07,2.15,-35.69,2.85,55.87,2.80,-2.68,-2.29,56.48,-121.34,240.58,2
-7.65,2.03,2.60,-68.37,12.31,58.54,3.24,-3.76,-4.81,119.25,-40.37,164.47,2
-7.66,1.90,1.30,-76.36,4.39,59.40,2.34,-4.19,-5.08,211.98,93.40,22.34,2
-7.18,2.23,2.43,-79.60,-5.44,53.21,-0.30,-2.17,-1.77,209.05,166.81,-147.66,2
-7.80,2.72,2.20,-71.92,8.10,28.76,-2.57,4.35,7.57,89.38,226.36,-250.14,2
-9.62,2.47,3.67,-60.92,20.73,10.86,-11.98,19.62,17.69,-8.47,144.84,-250.14,2
-10.26,1.68,-0.35,-89.52,10.85,-3.26,-15.06,19.62,19.62,95.06,-3.62,21.46,2
-10.04,-0.77,2.59,-25.50,15.45,-29.60,-4.07,19.62,12.05,118.18,-135.24,250.13,2
-8.74,0.97,1.57,-21.06,13.29,6.27,0.77,-11.10,-8.22,-78.81,-161.42,250.13,2
-7.84,1.24,3.72,-6.44,-14.28,10.14,6.79,-18.99,-10.71,-59.93,-12.71,137.28,2
-8.73,1.11,1.44,-5.03,7.63,5.04,5.05,-15.68,-7.77,69.84,168.52,-159.31,2
-8.54,1.70,2.55,-5.39,-5.80,18.93,-0.03,-5.99,-3.14,89.69,232.58,-250.14,2
-10.90,2.96,-0.12,-15.66,7.92,4.96,-19.62,19.62,19.62,-177.60,120.77,-250.14,2
-11.03,1.54,-2.00,-26.89,-29.47,16.00,-14.34,15.59,19.24,3.50,-24.74,-35.57,2
-8.45,1.03,4.16,43.03,-1.35,-16.58,-3.04,7.28,9.04,140.58,9.27,-23.52,2
-8.68,1.82,1.77,76.48,-10.51,-33.32,-1.02,5.06,4.58,118.45,-61.18,-59.14,2
-8.04,2.95,2.49,89.27,-26.88,-45.60,-2.99,6.79,1.68,-29.11,3.18,-179.15,2
-7.95,2.93,2.22,90.81,-26.12,-47.66,-3.03,5.46,1.80,-22.24,23.37,-198.27,2
-8.22,2.28,2.55,95.37,-19.14,-50.20,-6.07,8.25,2.44,-8.82,59.35,-216.76,2
-8.41,2.16,1.96,92.79,-19.12,-54.44,-7.32,6.04,4.40,-44.96,66.75,-208.02,2
-9.40,1.99,2.77,132.46,-15.55,-61.63,-11.88,2.29,2.94,164.82,67.08,-158.02,2
-8.67,1.92,2.97,149.70,-18.38,-60.83,-13.80,3.77,2.36,164.47,9.97,-165.37,2
-8.47,2.25,2.52,164.57,-7.06,-68.85,-13.86,3.49,2.06,200.22,-21.66,-104.76,2
-7.64,1.56,2.95,170.85,-11.97,-68.78,-11.28,2.43,3.23,209.11,-34.28,-50.34,2
-8.08,0.57,0.74,163.12,3.74,-48.31,-7.83,5.59,4.15,139.43,-42.44,8.85,2
-11.96,-1.47,1.41,143.79,9.83,-54.24,-8.60,3.53,4.68,122.94,-44.98,13.17,2
-9.86,-1.26,1.55,166.07,-1.35,-62.20,-9.54,5.16,3.76,128.89,-58.43,-20.92,2
-11.64,-0.79,0.66,131.92,18.62,-60.61,-8.49,5.42,1.91,134.27,-47.06,-37.86,2
-8.76,-0.32,0.61,123.27,-7.62,-56.42,-7.59,4.06,3.26,82.13,-18.38,-26.81,2
